Id,Mid,BPM,,,MusicJson,Musician,Acceleration,AniID,BridgeAniID
95403,100348,136,0.5,272,Kitten Cleo,,,,
95501,100349,130,0.5,260,Johnny Has Gone for a Soldier,English Folk Music,,,
95502,100349,70,0.25,280,Johnny Has Gone for a Soldier,,,,
95503,100349,74,0.25,296,Johnny Has Gone for a Soldier,,,,
95601,100328,130,0.5,260,El Reencuentro,Jorge Monzon,,,
95602,100328,138,0.5,276,El Reencuentro,,,,
95603,100328,146,0.5,292,El Reencuentro,,,,
95701,100331,150,0.5,300,Dance of the Little Swans,Tchaikovsky,,,
95702,100331,158,0.5,316,Dance of the Little Swans,,,,
95703,100331,166,0.5,332,Dance of the Little Swans,,,,
95801,100319,120,0.5,240,Birds Worship Phoenix,Chinese Folk Music,,,
95802,100319,128,0.5,256,Birds Worship Phoenix,,,,
95803,100319,136,0.5,272,Birds Worship Phoenix,,,,
95901,100322,105,0.5,210,Prisoners Dream,Kyrene,,,
95902,100322,109,0.5,218,Prisoners Dream,,,,
95903,100322,113,0.5,226,Prisoners Dream,,,,
96001,100309,150,0.5,300,Little Red Riding Hood,Brazilian Children's Song,,,
96002,100309,154,0.5,308,Little Red Riding Hood,,,,
96003,100309,158,0.5,316,Little Red Riding Hood,,,,
96101,100310,150,0.5,300,Tiger's Family,Shih Che Huang,,,
96102,100310,83,0.25,332,Tiger's Family,,,,
96103,100310,90,0.25,360,Tiger's Family,,,,
190101,200001,50,0.25,,Beginner Challenge,,0.037,,
190102,200001,,,,Beginner Challenge,,,,
190103,200001,,,,Beginner Challenge,,,,
190104,200001,,,,Beginner Challenge,,,,
190105,200001,,,,Beginner Challenge,,,,
190106,200001,,,,Beginner Challenge,,,,
190107,200001,,,,Beginner Challenge,,,,
190108,200001,,,,Beginner Challenge,,,,
190201,200002,75,0.25,,Skilled Challenge,,0.055,,
190202,200002,,,,Skilled Challenge,,,,
190203,200002,,,,Skilled Challenge,,,,
190204,200002,,,,Skilled Challenge,,,,
190205,200002,,,,Skilled Challenge,,,,
290101,300001,36,0.125,288,Etude Op.10 No.1,Chopin,0.037,,
290201,300002,75,0.25,300,Die Forelle S.564,Franz Liszt,0.037,,
290301,300003,160,0.5,320,Gnomenreigen,Franz Liszt,0.037,,
290401,300004,150,0.5,300,Etude Op.13 No.2,Adolf von Henselt,0.037,,
290501,300005,160,0.5,320,Murmuring Zephyrs P.190,Adolf Jensen,0.037,,
290601,300006,160,0.5,320,Etude Op.740 No.44,Czerny,0.037,,
