Id,Mid,BPM,,Ratio,MusicJson,Musician,Acceleration,AniID,BridgeAniID
74702,100152,53,0.25,212,Etude Op.10 No.3,,,,
74703,100152,63,0.25,252,Etude Op.10 No.3,,,,
74801,100189,125,0.5,250,Silent Night,Franz Gruber,,,
74802,100189,130,0.5,260,Silent Night,,,,
74803,100189,135,0.5,270,Silent Night,,,,
74901,100745,57,0.25,228,26,Zonshain,,,
74902,100745,60,0.25,240,26,,,,
74903,100745,63,0.25,252,26,,,,
75001,100763,120,0.5,240,Everyone says,Donizetti,,,
75002,100763,124,0.5,248,Everyone says,,,,
75003,100763,128,0.5,256,Everyone says,,,,
75101,100764,112,0.5,224,Gypsy Dance,Joseph Hellmesberger jun,,,
75102,100764,116,0.5,232,Gypsy Dance,,,,
75103,100764,120,0.5,240,Gypsy Dance,,,,
75201,100765,90,0.25,360,Admission chorus,Bedrich Smetana,,,
75202,100765,92,0.25,368,Admission chorus,,,,
75203,100765,94,0.25,376,Admission chorus,,,,
75301,100766,130,0.5,260,Tarantula Dance,C. Milok,,,
75302,100766,134,0.5,268,Tarantula Dance,,,,
75303,100766,138,0.5,276,Tarantula Dance,,,,
75401,100767,110,0.5,220,The man regards me as the king,Weber,,,
75402,100767,114,0.5,228,The man regards me as the king,,,,
75403,100767,118,0.5,236,The man regards me as the king,,,,
75501,100736,120,0.5,240,Dance,Clack Chen,,,
75502,100736,124,0.5,248,Dance,,,,
75503,100736,128,0.5,256,Dance,,,,
75601,100758,60,0.25,240,Autumn dance,Clack Chen,,,
75602,100758,62,0.25,248,Autumn dance,,,,
75603,100758,64,0.25,256,Autumn dance,,,,
75701,100759,122,0.5,244,Rondo Op.30,Kabalevsky,,,
75702,100759,126,0.5,252,Rondo Op.30,,,,
75703,100759,130,0.5,260,Rondo Op.30,,,,
75801,100760,80,0.25,320,Butterfly flaps wings,Friedrich Burgnlueller,,,
75802,100760,82,0.25,328,Butterfly flaps wings,,,,
75803,100760,84,0.25,336,Butterfly flaps wings,,,,
75901,100761,88,0.25,352,Sonatina Op.36 No.6 Mvt.1,Clementi,,,
75902,100761,90,0.25,360,Sonatina Op.36 No.6 Mvt.1,,,,
75903,100761,92,0.25,368,Sonatina Op.36 No.6 Mvt.1,,,,
76001,100762,77,0.25,308,Allegretto Op.126 No.2,Beethoven,,,
76002,100762,78,0.25,312,Allegretto Op.126 No.2,,,,
76003,100762,81,0.25,324,Allegretto Op.126 No.2,,,,
76101,100746,118,0.5,236,Doraji,Korean Folk Music,,,
76102,100746,122,0.5,244,Doraji,,,,
76103,100746,126,0.5,252,Doraji,,,,
76201,100747,98,0.5,196,Distance from Tian'an Mountain,Unknown,,,
76202,100747,102,0.5,204,Distance from Tian'an Mountain,,,,
76203,100747,106,0.5,212,Distance from Tian'an Mountain,,,,
76301,100748,130,0.5,260,Nillili,Korean Folk Music,,,
76302,100748,134,0.5,268,Nillili,,,,
76303,100748,138,0.5,276,Nillili,,,,
76401,100749,130,0.5,260,Song of Seikilos,Unknown,,,
76402,100749,134,0.5,268,Song of Seikilos,,,,
76403,100749,138,0.5,276,Song of Seikilos,,,,
76501,100750,82,0.25,328,Wind in a Dream,Jeonghyun Yoon,,,
76502,100750,84,0.25,336,Wind in a Dream,,,,
76503,100750,88,0.25,352,Wind in a Dream,,,,
76601,100660,120,0.5,240,Way For Home,Pi,,,
76602,100660,122,0.5,244,Way For Home,,,,
76603,100660,124,0.5,248,Way For Home,,,,
76701,100163,180,1,180,Londonderry Air,Ireland Folk Music,,,
76702,100163,200,1,200,Londonderry Air,,,,
76703,100163,210,1,210,Londonderry Air,,,,
76801,100737,160,0.5,320,11 Bagatelles Op.119 No.3,Beethoven,,,
76802,100737,162,0.5,324,11 Bagatelles Op.119 No.3,,,,
76803,100737,164,0.5,328,11 Bagatelles Op.119 No.3,,,,
76901,100738,140,0.5,280,12 German Dances WoO8 No.9,Beethoven,,,
76902,100738,144,0.5,288,12 German Dances WoO8 No.9,,,,
76903,100738,148,0.5,296,12 German Dances WoO8 No.9,,,,
77001,100739,200,1,200,Bagatelle in C minor WoO54,Beethoven,,,
77002,100739,204,1,204,Bagatelle in C minor WoO54,,,,
77003,100739,208,1,208,Bagatelle in C minor WoO54,,,,
77101,100740,120,0.5,240,11 Bagatelles Op.119 No.1,Beethoven,,,
77102,100740,124,0.5,248,11 Bagatelles Op.119 No.1,,,,
77103,100740,128,0.5,256,11 Bagatelles Op.119 No.1,,,,
77201,100741,80,0.5,160,Sonata in G-dur Op.79 No.3,Beethoven,,,
77202,100741,84,0.5,168,Sonata in G-dur Op.79 No.3,,,,
77203,100741,88,0.5,176,Sonata in G-dur Op.79 No.3,,,,
77301,100742,100,0.5,200,"Wind,leave",Clack Chen,,,
77302,100742,104,0.5,208,"Wind,leave",,,,
77303,100742,108,0.5,216,"Wind,leave",,,,
77401,100743,120,0.5,240,Pastourelle,Poulenc,,,
77402,100743,124,0.5,248,Pastourelle,,,,
77403,100743,128,0.5,256,Pastourelle,,,,
77501,100744,95,0.25,380,Spanish Dances Op.12 No.3,Moszkowski,,,
77502,100744,98,0.25,392,Spanish Dances Op.12 No.3,,,,
77503,100744,100,0.25,400,Spanish Dances Op.12 No.3,,,,
77601,100690,111,0.5,222,Bluestone Alley-Adapted,Congfei Wei,,,
77602,100690,111,0.5,222,Bluestone Alley-Adapted,,,,
77603,100690,111,0.5,222,Bluestone Alley-Adapted,,,,
77701,100705,85,0.5,170,As always,Evelyn Li,,,
77702,100705,88,0.5,176,As always,,,,
77703,100705,92,0.5,184,As always,,,,
77801,100706,86,0.25,344,Salty Rag,Takemura,,,
77802,100706,88,0.25,352,Salty Rag,,,,
77803,100706,90,0.25,360,Salty Rag,,,,
77901,100707,80,0.25,320,Joyce's theme,Shuchen Zhang,,,
77902,100707,84,0.25,336,Joyce's theme,,,,
77903,100707,88,0.25,352,Joyce's theme,,,,
78001,100708,86,0.25,344,Spring rain,Ilya Polyakov,,,
78002,100708,88,0.25,352,Spring rain,,,,
78003,100708,90,0.25,360,Spring rain,,,,
78101,100709,105,0.5,210,Red Carmation,Takemura,,,
78102,100709,109,0.5,218,Red Carmation,,,,
78103,100709,114,0.5,228,Red Carmation,,,,
78201,100713,65,0.25,260,Jasmine-Adapted,Adapted by Pi,,,
78202,100713,66,0.25,264,Jasmine-Adapted,,,,
78203,100713,67,0.25,268,Jasmine-Adapted,,,,
78301,100714,72,0.25,288,Canon-Adapted,Adapted by Pi,,,
78302,100714,73,0.25,292,Canon-Adapted,,,,
78303,100714,74,0.25,296,Canon-Adapted,,,,
78401,100715,87,0.25,348,Mazourka Brillante Op.191,Carl Bohm,,,
78402,100715,88,0.25,352,Mazourka Brillante Op.191,,,,
78403,100715,89,0.25,356,Mazourka Brillante Op.191,,,,
78501,100716,100,0.25,400,Little Star-Adapted,Adapted by Pi,,,
78502,100716,101,0.25,404,Little Star-Adapted,,,,
78503,100716,102,0.25,408,Little Star-Adapted,,,,
78601,100717,100,0.25,400,Fur Elise-Adapted,Adapted by Pi,,,
78602,100717,101,0.25,404,Fur Elise-Adapted,,,,
78603,100717,102,0.25,408,Fur Elise-Adapted,,,,
78701,100711,113,0.5,226,Maybe see you after four years,Pi,,,
78702,100711,113,0.5,226,Maybe see you after four years,,,,
78703,100711,113,0.5,226,Maybe see you after four years,,,,
78801,100698,100,0.5,200,Pomp and Circumstance March No.1,Edward Elgar,,,
78802,100698,102,0.5,204,Pomp and Circumstance March No.1,,,,
78803,100698,104,0.5,208,Pomp and Circumstance March No.1,,,,
78901,100699,80,0.25,320,Largo From Xerxes HWV 40,Handel,,,
78902,100699,82,0.25,328,Largo From Xerxes HWV 40,,,,
78903,100699,84,0.25,336,Largo From Xerxes HWV 40,,,,
79001,100700,110,0.5,220,Ballet Music No.2 in G major,Schubert,,,
79002,100700,112,0.5,224,Ballet Music No.2 in G major,,,,
79003,100700,114,0.5,228,Ballet Music No.2 in G major,,,,
79101,100701,180,0.5,360,Spanish Dances Op.12 No.1,Moszkowski,,,
79102,100701,184,0.5,368,Spanish Dances Op.12 No.1,,,,
79103,100701,188,0.5,376,Spanish Dances Op.12 No.1,,,,
79201,100702,250,1,250,Ballade Op.100 No.15,Friedrich Burgnlueller,,,
79202,100702,254,1,254,Ballade Op.100 No.15,,,,
79203,100702,258,1,258,Ballade Op.100 No.15,,,,
79301,100682,100,0.5,200,Gone away,Clack Chen,,,
79302,100682,102,0.5,204,Gone away,,,,
79303,100682,104,0.5,208,Gone away,,,,
79401,100683,125,0.5,250,Jumping hands,Clack Chen,,,
79402,100683,127,0.5,254,Jumping hands,,,,
79403,100683,129,0.5,258,Jumping hands,,,,
79501,100684,130,0.5,260,Game kids,Clack Chen,,,
79502,100684,132,0.5,264,Game kids,,,,
79503,100684,134,0.5,268,Game kids,,,,
79601,100685,120,0.5,240,Partita No.3 Gavotte et Rondo,J.S. Bach,,,
79602,100685,122,0.5,244,Partita No.3 Gavotte et Rondo,,,,
79603,100685,124,0.5,248,Partita No.3 Gavotte et Rondo,,,,
79701,100686,95,0.25,380,Aida-Grand March,Giuseppe Verdi,,,
79702,100686,97,0.25,388,Aida-Grand March,,,,
79703,100686,99,0.25,396,Aida-Grand March,,,,
79801,100687,160,0.5,320,La donna e mobile,Giuseppe Verdi,,,
79802,100687,162,0.5,324,La donna e mobile,,,,
79803,100687,164,0.5,328,La donna e mobile,,,,
79901,100688,90,0.5,180,Land of Hope and Glory,Edward Elgar,,,
79902,100688,91,0.5,182,Land of Hope and Glory,,,,
79903,100688,92,0.5,184,Land of Hope and Glory,,,,
80001,100689,110,0.5,220,Minuet BWV Anh.115,J.S. Bach,,,
80002,100689,112,0.5,224,Minuet BWV Anh.115,,,,
80003,100689,114,0.5,228,Minuet BWV Anh.115,,,,
80101,100662,300,1,300,Frohlicher Jagersmann,Gustav Merkel,,,
80102,100662,308,1,308,Frohlicher Jagersmann,,,,
80103,100662,316,1,316,Frohlicher Jagersmann,,,,
80201,100663,120,0.5,240,The Yellow Rose Of Texas,American Folk Music,,,
80202,100663,122,0.5,244,The Yellow Rose Of Texas,,,,
80203,100663,124,0.5,248,The Yellow Rose Of Texas,,,,
80301,100664,90,0.25,360,Silhouettes Op.8 No.8 B Minor,Antonin Dvorak,,,
80302,100664,94,0.25,376,Silhouettes Op.8 No.8 B Minor,,,,
80303,100664,98,0.25,392,Silhouettes Op.8 No.8 B Minor,,,,
80401,100665,140,0.5,280,The Policeman's Song,Arthur Sullivan,,,
80402,100665,144,0.5,288,The Policeman's Song,,,,
80403,100665,148,0.5,296,The Policeman's Song,,,,
80501,100666,170,0.5,340,Waltzes Op.39 No.6,Johannes Brahms,,,
80502,100666,174,0.5,348,Waltzes Op.39 No.6,,,,
80503,100666,178,0.5,356,Waltzes Op.39 No.6,,,,
80601,100667,130,0.5,260,Adventure Of Tiger,Adapted by Pi,,,
80602,100667,132,0.5,264,Adventure Of Tiger,,,,
80603,100667,134,0.5,268,Adventure Of Tiger,,,,
80701,100668,110,0.5,220,Bear Kang Kang,Adapted by Pi,,,
80702,100668,114,0.5,228,Bear Kang Kang,,,,
80703,100668,118,0.5,236,Bear Kang Kang,,,,
80801,100669,120,0.5,240,Farewell March,Adapted by Pi,,,
80802,100669,122,0.5,244,Farewell March,,,,
80803,100669,124,0.5,248,Farewell March,,,,
80901,100670,200,1,200,Daisy Bell,Harry Dacre,,,
80902,100670,202,1,202,Daisy Bell,,,,
80903,100670,204,1,204,Daisy Bell,,,,
81001,100671,90,0.25,360,Childhood,Adapted by Luo Ni,,,
81002,100671,94,0.25,376,Childhood,,,,
81003,100671,98,0.25,392,Childhood,,,,
81101,100672,200,0.5,400,The Shepherd Boy,Grenville Dean Wilson,,,
81102,100672,202,0.5,404,The Shepherd Boy,,,,
81103,100672,204,0.5,408,The Shepherd Boy,,,,
81201,100673,200,1,200,Forget Me Not,Heinrich Lichner,,,
81202,100673,204,1,204,Forget Me Not,,,,
81203,100673,208,1,208,Forget Me Not,,,,
81301,100674,50,0.25,200,Sheep May Safely Graze BWV 208,J.S. Bach,,,
81302,100674,54,0.25,216,Sheep May Safely Graze BWV 208,,,,
81303,100674,58,0.25,232,Sheep May Safely Graze BWV 208,,,,
81401,100635,100,0.5,200,Youth,Daniel,,,
81402,100635,102,0.5,204,Youth,,,,
81403,100635,104,0.5,208,Youth,,,,
81501,100636,150,0.5,300,Drunten Im Unterland,German Folk Music,,,
81502,100636,152,0.5,304,Drunten Im Unterland,,,,
81503,100636,154,0.5,308,Drunten Im Unterland,,,,
81601,100637,110,0.5,220,Fantasia TWV 33-8,Georg Philipp Telemann,,,
81602,100637,112,0.5,224,Fantasia TWV 33-8,,,,
81603,100637,114,0.5,228,Fantasia TWV 33-8,,,,
81701,100638,115,0.5,230,Christ The Lord Is Risen Today,Robert Williams,,,
81702,100638,119,0.5,238,Christ The Lord Is Risen Today,,,,
81703,100638,123,0.5,246,Christ The Lord Is Risen Today,,,,
81801,100639,150,0.5,300,Joyful In The Risen Day,Clack Chen,,,
81802,100639,154,0.5,308,Joyful In The Risen Day,,,,
81803,100639,158,0.5,316,Joyful In The Risen Day,,,,
81901,100640,220,1,220,Nocturne In B Flat Major H.37,John Field,,,
81902,100640,228,1,228,Nocturne In B Flat Major H.37,,,,
81903,100640,236,1,236,Nocturne In B Flat Major H.37,,,,
82001,100642,120,0.5,240,Musette BWV Anh.126,J.S. Bach,,,
82002,100642,124,0.5,248,Musette BWV Anh.126,,,,
82003,100642,128,0.5,256,Musette BWV Anh.126,,,,
82101,100643,190,0.5,380,Scherzo No.2 Op.31,Chopin,,,
82102,100643,198,0.5,396,Scherzo No.2 Op.31,,,,
82103,100643,206,0.5,412,Scherzo No.2 Op.31,,,,
82201,100644,250,1,250,Concerto Op.61a Mvt.3,Beethoven,,,
82202,100644,254,1,254,Concerto Op.61a Mvt.3,,,,
82203,100644,258,1,258,Concerto Op.61a Mvt.3,,,,
82301,100645,160,0.5,320,Jokey Polka Op.278,Josef Strauss,,,
82302,100645,164,0.5,328,Jokey Polka Op.278,,,,
82303,100645,168,0.5,336,Jokey Polka Op.278,,,,
82401,100646,120,0.5,240,Wiener Leben Polka Op.218,Josef Strauss,,,
82402,100646,122,0.5,244,Wiener Leben Polka Op.218,,,,
82403,100646,124,0.5,248,Wiener Leben Polka Op.218,,,,
82501,100647,160,0.5,320,Jocus Polka Op.216,Josef Strauss,,,
82502,100647,164,0.5,328,Jocus Polka Op.216,,,,
82503,100647,168,0.5,336,Jocus Polka Op.216,,,,
82601,100648,110,0.5,220,Victoria Polka Op.228,Josef Strauss,,,
82602,100648,114,0.5,228,Victoria Polka Op.228,,,,
82603,100648,118,0.5,236,Victoria Polka Op.228,,,,
82701,100649,160,0.5,320,Ohne Sorgen Polka Op.271,Josef Strauss,,,
82702,100649,164,0.5,328,Ohne Sorgen Polka Op.271,,,,
82703,100649,168,0.5,336,Ohne Sorgen Polka Op.271,,,,
82801,100615,160,0.5,320,Suite Bergamasque No.4,Claude Debussy,,,
82802,100615,164,0.5,328,Suite Bergamasque No.4,,,,
82803,100615,168,0.5,336,Suite Bergamasque No.4,,,,
82901,100616,100,0.5,200,Reverie,Claude Debussy,,,
82902,100616,101,0.5,202,Reverie,,,,
82903,100616,102,0.5,204,Reverie,,,,
83001,100617,350,1,350,Arabesque No.1,Claude Debussy,,,
83002,100617,354,1,354,Arabesque No.1,,,,
83003,100617,358,1,358,Arabesque No.1,,,,
83101,100618,70,0.25,280,La Fille aux cheveux de lin,Claude Debussy,,,
83102,100618,71,0.25,284,La Fille aux cheveux de lin,,,,
83103,100618,72,0.25,288,La Fille aux cheveux de lin,,,,
83201,100619,95,0.25,380,Doctor Gradus ad Parnassum,Claude Debussy,,,
83202,100619,96,0.25,384,Doctor Gradus ad Parnassum,,,,
83203,100619,97,0.25,388,Doctor Gradus ad Parnassum,,,,
83301,100620,160,0.5,320,Mary had A little lamb,American Folk Music,,,
83302,100620,164,0.5,328,Mary had A little lamb,,,,
83303,100620,168,0.5,336,Mary had A little lamb,,,,
83401,100621,100,0.25,400,Hanschen Klein,German Folk Music,,,
83402,100621,101,0.25,404,Hanschen Klein,,,,
83403,100621,102,0.25,408,Hanschen Klein,,,,
83501,100622,120,0.5,240,Ievan Polkka-Adapted,Finnish Folk Music,,,
83502,100622,128,0.5,256,Ievan Polkka-Adapted,,,,
83503,100622,136,0.5,272,Ievan Polkka-Adapted,,,,
83601,100623,140,0.5,280,The Farmer in the Dell,German Folk Music,,,
83602,100623,142,0.5,284,The Farmer in the Dell,,,,
83603,100623,144,0.5,288,The Farmer in the Dell,,,,
83701,100624,105,0.5,210,Ayo Mama,Indonesian Folk Song,,,
83702,100624,109,0.5,218,Ayo Mama,,,,
83703,100624,113,0.5,226,Ayo Mama,,,,
83801,100591,100,0.5,200,Falling Falling,Congfei Wei,,,
83802,100591,102,0.5,204,Falling Falling,,,,
83803,100591,104,0.5,208,Falling Falling,,,,
83901,100592,120,0.5,240,May I,C.R Lee,,,
83902,100592,121,0.5,242,May I,,,,
83903,100592,122,0.5,244,May I,,,,
84001,100593,90,0.5,180,Berenice,Congfei Wei,,,
84002,100593,91,0.5,182,Berenice,,,,
84003,100593,92,0.5,184,Berenice,,,,
84101,100595,170,0.5,340,Crazy pharaoh,Luo Ni,,,
84102,100595,178,0.5,356,Crazy pharaoh,,,,
84103,100595,186,0.5,372,Crazy pharaoh,,,,
84201,100596,110,0.5,220,Witches and strange cat,Luo Ni,,,
84202,100596,118,0.5,236,Witches and strange cat,,,,
84203,100596,126,0.5,252,Witches and strange cat,,,,
84301,100597,105,0.5,210,Rosita Polka,Francisco Tarrega,,,
84302,100597,113,0.5,226,Rosita Polka,,,,
84303,100597,121,0.5,242,Rosita Polka,,,,
84401,100581,115,0.5,230,The Plum Blossom on Snow,Zi Huang,,,
84402,100581,119,0.5,238,The Plum Blossom on Snow,,,,
84403,100581,123,0.5,246,The Plum Blossom on Snow,,,,
84501,100580,120,0.5,240,Water Flows Streamer,Leo Liu,,,
84502,100580,124,0.5,248,Water Flows Streamer,,,,
84503,100580,128,0.5,256,Water Flows Streamer,,,,
84601,100579,140,0.5,280,Click Go The Shears,Australian Folk Music,,,
84602,100579,144,0.5,288,Click Go The Shears,,,,
84603,100579,148,0.5,296,Click Go The Shears,,,,
84701,100578,105,0.25,420,Pick Tea and Catch Butterflies,Chinese Folk Music,,,
84702,100578,109,0.25,436,Pick Tea and Catch Butterflies,,,,
84703,100578,113,0.25,452,Pick Tea and Catch Butterflies,,,,
84801,100576,130,0.5,260,Thunder in the Dry Season,Chinese Folk Music,,,
84802,100576,134,0.5,268,Thunder in the Dry Season,,,,
84803,100576,138,0.5,276,Thunder in the Dry Season,,,,
84901,100575,170,0.5,340,Ievan Polkka,Finnish Folk Music,,,
84902,100575,178,0.5,356,Ievan Polkka,,,,
84903,100575,186,0.5,372,Ievan Polkka,,,,
85001,100574,230,0.5,460,Dance Of The Golden Snake 2,Er Nie,,,
85002,100574,238,0.5,476,Dance Of The Golden Snake 2,,,,
85003,100574,246,0.5,492,Dance Of The Golden Snake 2,,,,
85101,100573,180,0.5,360,Indian Dreams,Adapted by Pi,,,
85102,100573,188,0.5,376,Indian Dreams,,,,
85103,100573,196,0.5,392,Indian Dreams,,,,
85201,100572,100,0.25,400,British Hunters,Adapted by Pi,,,
85202,100572,104,0.25,416,British Hunters,,,,
85203,100572,108,0.25,432,British Hunters,,,,
85301,100571,200,0.5,400,Champagne Bridge,Adapted by Pi,,,
85302,100571,202,0.5,404,Champagne Bridge,,,,
85303,100571,204,0.5,408,Champagne Bridge,,,,
85401,100570,100,0.25,400,Flowers and Fishes,Adapted by Pi,,,
85402,100570,102,0.25,408,Flowers and Fishes,,,,
85403,100570,104,0.25,416,Flowers and Fishes,,,,
85501,100569,250,0.5,500,Star Clock,Adapted by Pi,,,
85502,100569,251,0.5,502,Star Clock,,,,
85503,100569,252,0.5,504,Star Clock,,,,
85601,100554,112,0.5,224,Dolls and Bear Dancing-Adapted,Adapted by Pi,,,
85602,100554,112,0.5,224,Dolls and Bear Dancing-Adapted,,,,
85603,100554,112,0.5,224,Dolls and Bear Dancing-Adapted,,,,
85701,100555,94,0.5,188,Christmas Snow,Rainy,,,
85702,100555,94,0.5,188,Christmas Snow,,,,
85703,100555,94,0.5,188,Christmas Snow,,,,
85801,100556,120,0.5,240,Jingle Bells-Adapted,Adapted by Pi,,,
85802,100556,120,0.5,240,Jingle Bells-Adapted,,,,
85803,100556,120,0.5,240,Jingle Bells-Adapted,,,,
85901,100534,120,0.5,240,Christmas Silent Night,Franz Gruber,,,
85902,100534,128,0.5,256,Christmas Silent Night,,,,
85903,100534,136,0.5,272,Christmas Silent Night,,,,
86001,100535,150,0.5,300,Merry Christmas,Clack Chen,,,
86002,100535,158,0.5,316,Merry Christmas,,,,
86003,100535,166,0.5,332,Merry Christmas,,,,
86101,100536,170,0.5,340,First Noel,English Folk Music,,,
86102,100536,174,0.5,348,First Noel,,,,
86103,100536,178,0.5,356,First Noel,,,,
86201,100537,90,0.25,360,Christmas Rhapsody,Adapted by Pi,,,
86202,100537,100,0.25,400,Christmas Rhapsody,,,,
86203,100537,130,0.25,520,Christmas Rhapsody,,,,
86301,100538,170,0.5,340,Christmas Zoo,Plants,,,
86302,100538,180,0.5,360,Christmas Zoo,,,,
86303,100538,170,0.5,340,Christmas Zoo,,,,
86401,100557,210,0.5,420,Etude Op.299 No.11,Czerny,,,
86402,100557,218,0.5,436,Etude Op.299 No.11,,,,
86403,100557,226,0.5,452,Etude Op.299 No.11,,,,
86501,100558,220,0.5,440,Etude Op.740 No.42,Czerny,,,
86502,100558,228,0.5,456,Etude Op.740 No.42,,,,
86503,100558,236,0.5,472,Etude Op.740 No.42,,,,
86601,100559,110,0.25,440,Etude Op.849 No.6,Czerny,,,
86602,100559,114,0.25,456,Etude Op.849 No.6,,,,
86603,100559,118,0.25,472,Etude Op.849 No.6,,,,
86701,100560,114,0.25,456,Etude Op.849 No.21,Czerny,,,
86702,100560,118,0.25,472,Etude Op.849 No.21,,,,
86703,100560,122,0.25,488,Etude Op.849 No.21,,,,
86801,100561,60,0.125,480,Etude Op.740 No.19,Czerny,,,
86802,100561,61,0.125,488,Etude Op.740 No.19,,,,
86803,100561,62,0.125,496,Etude Op.740 No.19,,,,
86901,100530,80,0.25,320,Days in a Green Hill,Firefly,,,
86902,100530,82,0.25,328,Days in a Green Hill,,,,
86903,100530,84,0.25,336,Days in a Green Hill,,,,
87001,100531,100,0.5,200,Wedding,The Daydream,,,
87002,100531,102,0.5,204,Wedding,,,,
87003,100531,104,0.5,208,Wedding,,,,
87101,100532,132,0.5,264,Bow Wow Wow,Pi,,,
87102,100532,140,0.5,280,Bow Wow Wow,,,,
87103,100532,148,0.5,296,Bow Wow Wow,,,,
87201,100533,100,0.5,200,The Ending,Clack Chen,,,
87202,100533,108,0.5,216,The Ending,,,,
87203,100533,116,0.5,232,The Ending,,,,
87301,100505,150,0.5,300,Queen of the Night,Mozart,,,
87302,100505,154,0.5,308,Queen of the Night,,,,
87303,100505,158,0.5,316,Queen of the Night,,,,
87401,100506,230,1,230,The Dying Poet,Louis Moreau Gottschalk,,,
87402,100506,238,1,238,The Dying Poet,,,,
87403,100506,246,1,246,The Dying Poet,,,,
87501,100507,100,0.5,200,A Tear,M.P. Mussorgsky,,,
87502,100507,104,0.5,208,A Tear,,,,
87503,100507,108,0.5,216,A Tear,,,,
87601,100508,120,0.5,240,Meditation from Thais,Jules Massenet,,,
87602,100508,124,0.5,248,Meditation from Thais,,,,
87603,100508,128,0.5,256,Meditation from Thais,,,,
87701,100509,95,0.25,380,Requiem in D minor,Mozart,,,
87702,100509,96,0.25,384,Requiem in D minor,,,,
87703,100509,97,0.25,388,Requiem in D minor,,,,
87801,100510,220,1,220,The Second Waltz,Shostakovich,,,
87802,100510,224,1,224,The Second Waltz,,,,
87803,100510,228,1,228,The Second Waltz,,,,
87901,100511,120,0.5,240,Danse Chinoise,Tchaikovsky,,,
87902,100511,122,0.5,244,Danse Chinoise,,,,
87903,100511,124,0.5,248,Danse Chinoise,,,,
88001,100512,230,1,230,Cuckoo Waltz,J.E. Jonasson,,,
88002,100512,238,1,238,Cuckoo Waltz,,,,
88003,100512,246,1,246,Cuckoo Waltz,,,,
88101,100513,130,0.5,260,Danse Espagnole,Tchaikovsky,,,
88102,100513,134,0.5,268,Danse Espagnole,,,,
88103,100513,138,0.5,276,Danse Espagnole,,,,
88201,100514,150,0.5,300,Waltz Op. 54 No. 1,Antonin Dvorak,,,
88202,100514,154,0.5,308,Waltz Op. 54 No. 1,,,,
88203,100514,158,0.5,316,Waltz Op. 54 No. 1,,,,
88301,100485,110,0.5,220,Carmen - Votre Toast,Bizet,,,
88302,100485,114,0.5,228,Carmen - Votre Toast,,,,
88303,100485,118,0.5,236,Carmen - Votre Toast,,,,
88401,100486,120,0.5,240,All Seasons Red,Yuxian Deng,,,
88402,100486,120,0.5,240,All Seasons Red,,,,
88403,100486,120,0.5,240,All Seasons Red,,,,
88501,100487,100,0.5,200,Rainy Night Flower,Yuxian Deng,,,
88502,100487,100,0.5,200,Rainy Night Flower,,,,
88503,100487,100,0.5,200,Rainy Night Flower,,,,
88601,100488,230,1,230,Szla Dzieweczka,Polish Folk Music,,,
88602,100488,234,1,234,Szla Dzieweczka,,,,
88603,100488,238,1,238,Szla Dzieweczka,,,,
88701,100489,130,0.5,260,Sarinande,Indonesian Folk Song,,,
88702,100489,134,0.5,268,Sarinande,,,,
88703,100489,138,0.5,276,Sarinande,,,,
88801,100458,210,1,210,Endure,Ivan Castro,,,
88802,100458,212,1,212,Endure,,,,
88803,100458,214,1,214,Endure,,,,
88901,100459,85,0.25,340,Rage In Joyful C,Clack Chen,,,
88902,100459,87,0.25,348,Rage In Joyful C,,,,
88903,100459,89,0.25,356,Rage In Joyful C,,,,
89001,100460,100,0.5,200,Symphony No.94 Mvt.2,Haydn,,,
89002,100460,102,0.5,204,Symphony No.94 Mvt.2,,,,
89003,100460,104,0.5,208,Symphony No.94 Mvt.2,,,,
89101,100461,115,0.5,230,Four Seasons - Autumn,Antonio Vivaldi,,,
89102,100461,119,0.5,238,Four Seasons - Autumn,,,,
89103,100461,123,0.5,246,Four Seasons - Autumn,,,,
89201,100462,170,0.5,340,Tarantella Napoletana,Italian Folk Music,,,
89202,100462,178,0.5,356,Tarantella Napoletana,,,,
89203,100462,186,0.5,372,Tarantella Napoletana,,,,
89301,100463,150,0.5,300,Bolero,Ravel,,,
89302,100463,154,0.5,308,Bolero,,,,
89303,100463,158,0.5,316,Bolero,,,,
89401,100464,160,0.5,320,Toccatta in D minor,J.S. Bach,,,
89402,100464,164,0.5,328,Toccatta in D minor,,,,
89403,100464,168,0.5,336,Toccatta in D minor,,,,
89501,100465,200,1,200,Morning Mood,Grieg,,,
89502,100465,208,1,208,Morning Mood,,,,
89503,100465,216,1,216,Morning Mood,,,,
89601,100467,100,0.5,200,Traumerei Op.15 No.7,Robert Schumann,,,
89602,100467,108,0.5,216,Traumerei Op.15 No.7,,,,
89603,100467,116,0.5,232,Traumerei Op.15 No.7,,,,
89701,100468,120,0.5,240,Clouds Chasing The Moon,Chinese Folk Music,,,
89702,100468,124,0.5,248,Clouds Chasing The Moon,,,,
89703,100468,128,0.5,256,Clouds Chasing The Moon,,,,
89801,100469,200,1,200,Moonlight Sonata Mvt.2,Beethoven,,,
89802,100469,208,1,208,Moonlight Sonata Mvt.2,,,,
89803,100469,216,1,216,Moonlight Sonata Mvt.2,,,,
89901,100442,180,1,180,Moonlight Sonata Mvt.1,Beethoven,,,
89902,100442,188,1,188,Moonlight Sonata Mvt.1,,,,
89903,100442,196,1,196,Moonlight Sonata Mvt.1,,,,
